0,0,1,0
1,0,1,0
2,0,1,0
3,0,1,0
1,1,2,1
4,1,2,1
5,1,2,1
6,1,2,1
7,1,2,1
8,1,2,1
9,1,2,1
10,1,2,1
11,1,2,1
12,1,2,1
13,1,2,1
1,2,3,2
0,2,3,2
12,2,3,2
14,3,4,3
15,3,4,3
16,3,4,3
17,3,4,3
18,3,4,3
19,3,4,3
20,4,5,4
21,4,5,4
7,4,5,4
22,4,5,4
23,4,5,4
