KTP,SNK
SIM,SNK
NIP,SNK
NIM,SNK
SMP,SNK
SMA,SNK
SMK,SNK
UNESA,SNK
dalam,ARH
kanan,ARH
kiri,ARH
depan,ARH
belakang,ARH
ini,LP
itu,LP
sana,LP
sini,LP
situ,LP
ke sana,LP
ke situ,LP
ke sini,LP
di sana,LP
di sini,LP
di situ,LP
begini,LP
begitu,LP
$,SYM
%,SYM
*,SYM
/,SYM/Z
:,SYM/Z
+,SYM
-,SYM/Z
^,SYM
=,SYM
<,SYM
>,SYM
s/d,SYM
!,SYM
?,SYM
>,SYM
<,SYM
[,SYM
],SYM
{,SYM
},SYM
|,SYM
(,SYM
),SYM
@,SYM
#,SYM
&,SYM
_,SYM
~,SYM
'',SYM
AED,SYM
AFN,SYM
ALL,SYM
AMD,SYM
ANG,SYM
AOA,SYM
ARS,SYM
AUD,SYM
AWG,SYM
AZN,SYM
BAM,SYM
BBD,SYM
BDT,SYM
BGN,SYM
BHD,SYM
BIF,SYM
BMD,SYM
BND,SYM
BOB,SYM
BOV,SYM
BRL,SYM
BSD,SYM
BTN,SYM
BWP,SYM
BYR,SYM
BZD,SYM
CAD,SYM
BLPF,SYM
CHE,SYM
CHF,SYM
CHW,SYM
CLF,SYM
CLP,SYM
CNY,SYM
COP,SYM
COU,SYM
CRC,SYM
CUP,SYM
CVE,SYM
CYP,SYM
CZK,SYM
DJF,SYM
DKK,SYM
DOP,SYM
DZD,SYM
EEK,SYM
EGP,SYM
ERN,SYM
ETB,SYM
EUR,SYM
FJD,SYM
FKP,SYM
GBP,SYM
GEL,SYM
GHC,SYM
GIP,SYM
GMD,SYM
GNF,SYM
GTQ,SYM
GYD,SYM
HKD,SYM
HNL,SYM
HRK,SYM
HTG,SYM
HUF,SYM
IDR,SYM
ILS,SYM
INR,SYM
IQD,SYM
IRR,SYM
ISK,SYM
JMD,SYM
JOD,SYM
JPY,SYM
KES,SYM
KGS,SYM
KHR,SYM
KMF,SYM
KPW,SYM
KRW,SYM
KWD,SYM
KYD,SYM
KZT,SYM
LAK,SYM
LBP,SYM
LKR,SYM
LRD,SYM
LSL,SYM
LTL,SYM
LVL,SYM
LYD,SYM
MAD,SYM
MDL,SYM
MGA,SYM
MKD,SYM
MMK,SYM
MNT,SYM
MOP,SYM
MRO,SYM
MTL,SYM
MUR,SYM
MVR,SYM
MWK,SYM
MXN,SYM
MXV,SYM
MYR,SYM
MZN,SYM
NAD,SYM
NGN,SYM
NIO,SYM
NOK,SYM
NPR,SYM
NZD,SYM
OMR,SYM
PAB,SYM
PEN,SYM
PGK,SYM
PHP,SYM
PKR,SYM
PLN,SYM
PYG,SYM
QAR,SYM
ROL,SYM
RON,SYM
RSD,SYM
RUB,SYM
RWF,SYM
SAR,SYM
SBD,SYM
SCR,SYM
SDD,SYM
SEK,SYM
SGD,SYM
SHP,SYM
SKK,SYM
SLL,SYM
SOS,SYM
SRD,SYM
STD,SYM
SYP,SYM
SZL,SYM
THB,SYM
TJS,SYM
TMM,SYM
TND,SYM
TOP,SYM
TTD,SYM
TWD,SYM
TZS,SYM
UAH,SYM
UGX,SYM
USD,SYM
USN,SYM
USS,SYM
UYU,SYM
UZS,SYM
VEB,SYM
VND,SYM
VUV,SYM
WST,SYM
XAF,SYM
XAG,SYM
XAU,SYM
XBA,SYM
XBB,SYM
XBC,SYM
XBD,SYM
XBLP,SYM
XDR,SYM
XFO,SYM
XFU,SYM
XOF,SYM
XPD,SYM
XPF,SYM
XPT,SYM
XTS,SYM
XXX,SYM
YER,SYM
ZAR,SYM
ZMK,SYM
ZWD,SYM
Rp,SYM
senin,HR
selasa,HR
rabu,HR
kamis,HR
jumat,HR
sabtu,HR
minggu,HR
januari,BN
februari,BN
maret,BN
april,BN
Mei,BN
juni,BN
juli,BN
agustus,BN
september,BN
oktober,BN
november,BN
desember,BN
belum,TLK
tolak,TLK
menolak,TLK
bukan,TLK
jangan,TLK/CMD
kagak,TLK
nggak,TLK
tak,TLK
tidak,TLK
para,PNT
ini,PNT
itu,PNT
sebuah,PNT
beberapa,PNT
tiada,PNT
tiap,PNT
cukup,PNT
sedikt,PNT
semua,PNT
banyak,PNT
setengah,PNT
ih,KS
idih,KS
cih,KS
bah,KS
brengsek,KS
sialan,KS
keparat,KS
celaka,KS
asyik,KS
aduhai,KS
amboi,KS
wah,KS
syukurlah,KS
alhamdulillah,KS/SRP
Insyaallah,KS/SRP
mudah-mudahan,KS
moga-moga,KS
semoga,KS
aduhai,KS
eh,KS
oh,KS
aih,KS
astaga,KS
alamak,KS
ayo,KS
yuk,KS
mari,KS
hei,KS
halo,KS
nah,KS
dan,KIN
serta,KIN
atau,KIN
tetapi,KIN
melainkan,KIN
padahal,KIN
sedangkan,KIN
apabila,SMB
asalkan,SMB
bahwa,SMB
yaitu,SMB
yakni,SMB
untuk,SMB
agar,SMB
bila,SMB
jika,SMB
kalau,SMB
kendati,SMB
ketika,SMB
maka,SMB
manakala,SMB
meski,SMB
sampai-sampai,SMB
sebab,SMB
sebagaimana,SMB
sebelum,SMB
sedari,SMB
sehingga,SMB
sehubungan,SMB
seolah-olah,SMB
setelah,SMB
supaya,SMB
tatkala,SMB
walau,SMB
yang,SMB
saat,SMB/KB
usai,SMB/KK
bahwasanya,SMB
makanya,SMB
misalnya,SMB
seandainya,SMB
sebelumnya,SMB
sedatangnya,SMB
sekiranya,SMB
sepulangnya,SMB
sesampainya,SMB
setibanya,SMB
umpamanya,SMB
betapapun,SMB
biarpun,SMB
kalaupun,SMB
kendatipun,SMB
meskipun,SMB
sekalipun,SMB
sungguhpun,SMB
walaupun,SMB
apa pun,SMB
ke mana pun,SMB
siapa pun,SMB
